Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
CASHEW VILLAS,"4,580,000","1,937.52","2,364",Oct-24,CASHEW CRESCENT,Resale,Land,180,"25,444",-,Terrace House,1,999 yrs lease commencing from 1883,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,000,000","1,425.15","2,807",Oct-24,KARIKAL LANE,Resale,Land,132.4,"30,211",-,Terrace House,1,Freehold,15,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"4,600,000","3,487.54","1,319",Oct-24,JALAN KURAS,Resale,Land,324,"14,198",-,Terrace House,1,Freehold,20,Outside Central Region,-
HOOVER PARK,"5,445,000","3,236.73","1,682",Oct-24,LORONG PISANG UDANG,Resale,Land,300.7,"18,108",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
YEW LIAN PARK,"9,200,000","3,763.09","2,445",Oct-24,TAMAN PERMATA,Resale,Land,349.6,"26,316",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
KEW VALE,"2,568,888","1,712.55","1,500",Oct-24,KEW CRESCENT,Resale,Land,159.1,"16,146",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,500,000","2,864.3","2,269",Oct-24,HERTFORD ROAD,Resale,Land,266.1,"24,427",-,Semi-Detached House,1,Freehold,08,Rest of Central Region,-
LAKESIDE GROVE,"2,300,000","1,618.91","1,421",Oct-24,CORPORATION RISE,Resale,Land,150.4,"15,293",-,Terrace House,1,99 yrs lease commencing from 1996,22,Outside Central Region,-
CASHEW VILLAS,"3,700,000","1,614.6","2,292",Oct-24,CASHEW CRESCENT,Resale,Land,150,"24,667",-,Terrace House,1,999 yrs lease commencing from 1883,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,700,000","3,446.63","1,654",Oct-24,JALAN GIRANG,Resale,Land,320.2,"17,801",-,Semi-Detached House,1,Freehold,13,Outside Central Region,-
JADE VINE GARDENS,"4,050,000","1,968.74","2,057",Oct-24,KANG CHOO BIN WALK,Resale,Land,182.9,"22,143",-,Terrace House,1,999 yrs lease commencing from 1883,19,Outside Central Region,-
SENNETT ESTATE,"2,975,000","1,340.12","2,220",Oct-24,JALAN WANGI,Resale,Land,124.5,"23,896",-,Terrace House,1,Freehold,13,Rest of Central Region,-
FABER HILLS,"6,950,000","4,949.29","1,404",Oct-24,FABER DRIVE,Resale,Land,459.8,"15,115",-,Semi-Detached House,1,Freehold,05,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,180,000","4,274.38","1,914",Oct-24,SIME ROAD,Resale,Land,397.1,"20,599",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
PAYA LEBAR GARDENS,"3,258,888","1,280.92","2,544",Oct-24,JALAN USAHA,Resale,Land,119,"27,386",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,100,000","1,552.17","3,286",Oct-24,JOO CHIAT PLACE,Resale,Land,144.2,"35,368",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,850,000","2,563.98","1,502",Oct-24,JALAN EUNOS,Resale,Land,238.2,"16,163",-,Terrace House,1,Freehold,14,Outside Central Region,-
CHUAN GREEN,"3,178,000","1,735.16","1,832",Oct-24,CHUAN LINK,Resale,Land,161.2,"19,715",-,Terrace House,1,99 yrs lease commencing from 2001,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,200,000","4,352.96","1,654",Oct-24,JALAN KAYU,Resale,Land,404.4,"17,804",-,Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,528,000","2,258.29","2,005",Oct-24,LORONG MARICAN,Resale,Land,209.8,"21,582",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
THE RIVERINA,"2,900,000","2,450.96","1,183",Oct-24,RIVERINA VIEW,Resale,Land,227.7,"12,736",-,Semi-Detached House,1,99 yrs lease commencing from 1996,18,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"5,800,000","4,027.89","1,440",Oct-24,JALAN RUKAM,Resale,Land,374.2,"15,500",-,Semi-Detached House,1,Freehold,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,650,000","1,633.98","2,234",Oct-24,JALAN TARI SERIMPI,Resale,Land,151.8,"24,045",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
MIMOSA VALE,"4,180,000","2,095.75","1,995",Oct-24,MIMOSA VALE,Resale,Land,194.7,"21,469",-,Terrace House,1,999 yrs lease commencing from 1878,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,800,000","2,454.19","1,548",Oct-24,SIRAT ROAD,Resale,Land,228,"16,667",-,Terrace House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
OPERA ESTATE,"5,250,000","3,061.28","1,715",Oct-24,TAMAN SIGLAP,Resale,Land,284.4,"18,460",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
BANYAN VILLAS,"4,580,000","2,152.8","2,127",Oct-24,LENTOR PLAIN,Resale,Land,200,"22,900",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,360,000","3,396.04","2,462",Oct-24,LILY AVENUE,Resale,Land,315.5,"26,498",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
GREENRIDGE,"4,380,000","2,049.47","2,137",Oct-24,GREENRIDGE CRESCENT,Resale,Land,190.4,"23,004",-,Terrace House,1,Freehold,21,Rest of Central Region,-
THOMSON PARK,"3,900,000","1,961.2","1,989",Oct-24,JALAN KELI,Resale,Land,182.2,"21,405",-,Terrace House,1,Freehold,20,Rest of Central Region,-
PAVILION PARK,"3,900,000","1,614.6","2,415",Oct-24,PAVILION PLACE,Resale,Land,150,"26,000",-,Terrace House,1,Freehold,23,Outside Central Region,-
FRANKEL ESTATE,"12,288,000","4,283","2,869",Oct-24,SIGLAP WALK,Resale,Land,397.9,"30,882",-,Detached House,1,Freehold,15,Outside Central Region,-
PONGGOL PARK,"6,000,000","6,393.82",938,Oct-24,PONGGOL SEVENTEENTH AVENUE,Resale,Land,594,"10,101",-,Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,258,985","2,226","3,710",Oct-24,ONE TREE HILL,Resale,Land,206.8,"39,937",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,300,000","2,796.49","2,968",Oct-24,JALAN BERJAYA,Resale,Land,259.8,"31,948",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
SPRING PARK ESTATE,"5,500,000","4,107.54","1,339",Oct-24,PRIMROSE AVENUE,Resale,Land,381.6,"14,413",-,Terrace House,1,Freehold,16,Outside Central Region,-
TUAN SING PARK,"5,600,000","3,844.9","1,456",Oct-24,UPPER NERAM ROAD,Resale,Land,357.2,"15,677",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,385,000","3,238.89","1,663",Oct-24,SENNETT TERRACE,Resale,Land,300.9,"17,896",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,680,000","2,299.19","2,035",Oct-24,EAST COAST ROAD,Resale,Land,213.6,"21,910",-,Terrace House,1,Freehold,15,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,565,000","4,199.04","1,563",Oct-24,FARLEIGH AVENUE,Resale,Land,390.1,"16,829",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,300,000","2,336.86","3,124",Oct-24,LORONG L TELOK KURAU,Resale,Land,217.1,"33,625",-,Terrace House,1,Freehold,15,Outside Central Region,-
CLEMENTI PARK,"11,628,000","6,474.55","1,796",Oct-24,SUNSET SQUARE,Resale,Land,601.5,"19,332",-,Detached House,1,Freehold,21,Outside Central Region,-
WESTVILLE,"2,650,168","2,152.8","1,231",Oct-24,WESTWOOD WALK,Resale,Land,200,"13,251",-,Semi-Detached House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
LOYANG VILLAS,"2,439,888","1,614.6","1,511",Oct-24,LOYANG RISE,Resale,Land,150,"16,266",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,950,000","1,955.82","2,020",Oct-24,TEMBELING ROAD,Resale,Land,181.7,"21,739",-,Terrace House,1,Freehold,15,Rest of Central Region,-
GRACE PARK,"5,000,000","2,165.72","2,309",Oct-24,GRACE PARK,Resale,Land,201.2,"24,851",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,500,000","3,853.51","1,687",Oct-24,JALAN GENENG,Resale,Land,358,"18,156",-,Terrace House,1,Freehold,19,Outside Central Region,-
BURGUNDY HILL,"3,150,000","2,260.44","1,394",Oct-24,BURGUNDY CRESCENT,Resale,Land,210,"15,000",-,Semi-Detached House,1,99 yrs lease commencing from 1995,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","2,021.48","2,226",Oct-24,GREEN LANE,Resale,Land,187.8,"23,962",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,100,000","3,361.6","1,517",Oct-24,JALAN ISMAIL,Resale,Land,312.3,"16,330",-,Semi-Detached House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,380,000","3,012.84","2,118",Oct-24,JALAN NOVENA BARAT,Resale,Land,279.9,"22,794",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"7,600,000","2,265.82","3,354",Oct-24,FERNHILL CLOSE,Resale,Land,210.5,"36,105",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,400,000","1,755.61","1,937",Oct-24,STARLIGHT ROAD,Resale,Land,163.1,"20,846",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,600,000","1,840.64","1,956",Oct-24,STARLIGHT ROAD,Resale,Land,171,"21,053",-,Terrace House,1,Freehold,08,Rest of Central Region,-
SEMBAWANG SPRINGS ESTATE,"3,800,000","2,354.09","1,614",Oct-24,JALAN SALANG,Resale,Land,218.7,"17,375",-,Terrace House,1,Freehold,27,Outside Central Region,-
THOMSON GARDEN ESTATE,"2,738,888",912.79,"3,001",Oct-24,JALAN MINGGU,Resale,Land,84.8,"32,298",-,Terrace House,1,Freehold,20,Rest of Central Region,-
HOCK SWEE HILL,"4,500,000","3,435.87","1,310",Oct-24,BEGONIA DRIVE,Resale,Land,319.2,"14,098",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"5,050,000","3,378.82","1,495",Oct-24,JALAN RUKAM,Resale,Land,313.9,"16,088",-,Semi-Detached House,1,Freehold,20,Outside Central Region,-
SENNETT ESTATE,"5,100,000","2,559.68","1,992",Oct-24,PUAY HEE AVENUE,Resale,Land,237.8,"21,447",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
SERANGOON GARDEN ESTATE,"6,100,000","2,821.24","2,162",Oct-24,CARISBROOKE GROVE,Resale,Land,262.1,"23,274",-,Semi-Detached House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
THOMSON HILLS ESTATE,"4,000,000","2,341.17","1,709",Oct-24,SERENADE WALK,Resale,Land,217.5,"18,391",-,Terrace House,1,Freehold,20,Outside Central Region,-
SENNETT ESTATE,"5,420,000","3,299.17","1,643",Oct-24,SIANG KUANG AVENUE,Resale,Land,306.5,"17,684",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,600,000","2,110.82","1,705",Oct-24,PAYA LEBAR CRESCENT,Resale,Land,196.1,"18,358",-,Terrace House,1,Freehold,19,Outside Central Region,-
FRANKEL ESTATE,"4,800,000","2,556.45","1,878",Oct-24,BOWMONT GARDENS,Resale,Land,237.5,"20,211",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,750,000","1,784.67","2,101",Oct-24,TAI KENG TERRACE,Resale,Land,165.8,"22,618",-,Terrace House,1,Freehold,19,Outside Central Region,-
HOLLAND GROVE PARK,"7,888,000","3,892.26","2,027",Oct-24,HOLLAND GROVE DRIVE,Resale,Land,361.6,"21,814",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
PAYA LEBAR GARDENS,"4,000,000","1,796.51","2,227",Oct-24,JALAN USAHA,Resale,Land,166.9,"23,966",-,Terrace House,1,Freehold,19,Outside Central Region,-
HAUS@SERANGOON GARDEN,"3,228,000","1,614.6","1,999",Oct-24,SERANGOON GARDEN PLACE,Resale,Land,150,"21,520",-,Terrace House,1,99 yrs lease commencing from 2011,19,Outside Central Region,-
SERANGOON PARK,"8,800,000","3,835.21","2,295",Oct-24,JALAN GIRANG,Resale,Land,356.3,"24,698",-,Semi-Detached House,1,Freehold,13,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,480,000","2,171.1","2,524",Oct-24,JALAN ISHAK,Resale,Land,201.7,"27,169",-,Terrace House,1,Freehold,14,Outside Central Region,-
SELETAR HILLS ESTATE,"3,480,000","2,313.18","1,504",Oct-24,JALAN KERUING,Resale,Land,214.9,"16,194",-,Terrace House,1,Freehold,28,Outside Central Region,-
HOOVER PARK,"4,750,000","1,854.64","2,561",Oct-24,LORONG PISANG ASAM,Resale,Land,172.3,"27,568",-,Terrace House,1,Freehold,21,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,368,000","1,902","2,297",Oct-24,PARBURY AVENUE,Resale,Land,176.7,"24,720",-,Terrace House,1,Freehold,16,Outside Central Region,-
HERITAGE 9,"6,100,000","2,203.39","2,768",Oct-24,KOON SENG ROAD,Resale,Land,204.7,"29,800",-,Terrace House,1,Freehold,15,Rest of Central Region,-
YIO CHU KANG TERRACE,"4,708,000","2,196.93","2,143",Oct-24,YIO CHU KANG TERRACE,Resale,Land,204.1,"23,067",-,Terrace House,1,Freehold,19,Outside Central Region,-
TAI PENG GARDENS,"5,818,000","2,783.57","2,090",Oct-24,JALAN RENGKAM,Resale,Land,258.6,"22,498",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
SENNETT ESTATE,"2,980,000","1,340.12","2,224",Oct-24,JALAN WANGI,Resale,Land,124.5,"23,936",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,780,000","1,650.12","2,291",Oct-24,LIM AH PIN ROAD,Resale,Land,153.3,"24,658",-,Terrace House,1,Freehold,19,Outside Central Region,-
BLAIR PLAIN CONSERVATION AREA,"5,200,000","1,415.47","3,674",Oct-24,BLAIR ROAD,Resale,Land,131.5,"39,544",-,Terrace House,1,Freehold,02,Rest of Central Region,-
TAI PENG GARDENS,"3,638,000","2,034.4","1,788",Oct-24,JALAN RENGKAM,Resale,Land,189,"19,249",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,650,000","1,973.04","1,850",Oct-24,LORONG SARINA,Resale,Land,183.3,"19,913",-,Terrace House,1,Freehold,14,Outside Central Region,-
WINDSOR PARK ESTATE,"5,600,000","2,044.08","2,740",Oct-24,LEO DRIVE,Resale,Land,189.9,"29,489",-,Terrace House,1,Freehold,20,Rest of Central Region,-
PARK VILLAS,"2,950,000","2,370.23","1,245",Oct-24,PARK VILLAS GREEN,Resale,Land,220.2,"13,397",-,Terrace House,1,99 yrs lease commencing from 1994,19,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"4,880,000","1,500.5","3,252",Oct-24,NEMESU AVENUE,Resale,Land,139.4,"35,007",-,Terrace House,1,Freehold,20,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"2,280,000",885.88,"2,574",Oct-24,JALAN SETIA,Resale,Land,82.3,"27,704",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,100,000","1,576.93","2,600",Oct-24,LIM AH PIN ROAD,Resale,Land,146.5,"27,986",-,Terrace House,1,Freehold,19,Outside Central Region,-
SEA VIEW PARK,"7,800,000","3,229.2","2,415",Oct-24,JALAN SEAVIEW,Resale,Land,300,"26,000",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,450,000","3,821.22","1,426",Oct-24,JALAN ANGIN LAUT,Resale,Land,355,"15,352",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
EAST COAST HILL,"4,480,000","2,312.11","1,938",Oct-24,SENNETT LANE,Resale,Land,214.8,"20,857",-,Terrace House,1,Freehold,16,Outside Central Region,-
OPERA ESTATE,"6,480,000","2,923.5","2,217",Oct-24,LAKME STREET,Resale,Land,271.6,"23,859",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
THE SPRINGSIDE,"4,000,000","1,847.1","2,166",Oct-24,SPRINGSIDE GREEN,Resale,Land,171.6,"23,310",-,Terrace House,1,Freehold,26,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,350,000","2,799.72","1,554",Oct-24,BROCKHAMPTON DRIVE,Resale,Land,260.1,"16,724",-,Terrace House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
OPERA ESTATE,"5,380,000","2,035.47","2,643",Oct-24,FIDELIO STREET,Resale,Land,189.1,"28,451",-,Terrace House,1,Freehold,15,Outside Central Region,-
DUNEARN ESTATE,"18,000,000","8,130.05","2,214",Oct-24,TREVOSE CRESCENT,Resale,Land,755.3,"23,832",-,Detached House,1,Freehold,11,Core Central Region,-
DAISY TERRACE,"4,400,000","1,750.23","2,514",Oct-24,DAISY ROAD,Resale,Land,162.6,"27,060",-,Terrace House,1,Freehold,13,Outside Central Region,-
THOMSON HILLS ESTATE,"6,350,000","3,985.91","1,593",Oct-24,THOMSON GREEN,Resale,Land,370.3,"17,148",-,Semi-Detached House,1,Freehold,20,Outside Central Region,-
TAI HWAN PARK,"4,300,000","1,687.8","2,548",Oct-24,TAI HWAN DRIVE,Resale,Land,156.8,"27,423",-,Terrace House,1,Freehold,19,Outside Central Region,-
THE SPRINGSIDE,"4,158,000","1,872.94","2,220",Oct-24,SPRINGSIDE AVENUE,Resale,Land,174,"23,897",-,Terrace House,1,Freehold,26,Outside Central Region,-
SIEW LIM PARK,"5,100,000","3,560.73","1,432",Oct-24,BEDOK LANE,Resale,Land,330.8,"15,417",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
SERANGOON GARDEN ESTATE,"7,800,000","4,797.51","1,626",Oct-24,LICHFIELD ROAD,Resale,Land,445.7,"17,501",-,Detached House,1,999 yrs lease commencing from 1953,19,Outside Central Region,-
CORAL PARK,"4,920,000","1,881.55","2,615",Oct-24,PEMIMPIN PLACE,Resale,Land,174.8,"28,146",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,500,000","3,627.47","1,516",Oct-24,LUCKY GARDENS,Resale,Land,337,"16,320",-,Terrace House,1,Freehold,16,Outside Central Region,-
OPERA ESTATE,"6,740,000","3,453.09","1,952",Oct-24,TAMAN SIGLAP,Resale,Land,320.8,"21,010",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,130,000","3,328.23","1,541",Oct-24,DUNEARN ROAD,Resale,Land,309.2,"16,591",-,Semi-Detached House,1,999 yrs lease commencing from 1879,21,Rest of Central Region,-
SERANGOON GARDEN ESTATE,"6,550,000","4,872.86","1,344",Oct-24,RAGLAN GROVE,Resale,Land,452.7,"14,469",-,Semi-Detached House,1,999 yrs lease commencing from 1953,19,Outside Central Region,-
THOMSON GARDEN ESTATE,"4,850,000","1,934.29","2,507",Oct-24,JALAN PINTAU,Resale,Land,179.7,"26,989",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,600,000","1,847.1","1,949",Oct-24,FLORENCE ROAD,Resale,Land,171.6,"20,979",-,Terrace House,1,Freehold,19,Outside Central Region,-
TENGGIRIA,"5,050,000","2,023.63","2,496",Oct-24,JALAN TENGGIRI,Resale,Land,188,"26,862",-,Terrace House,1,Freehold,15,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,880,000","2,161.41","2,720",Oct-24,KINGSWEAR AVENUE,Resale,Land,200.8,"29,283",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
OPERA ESTATE,"6,008,000","3,002.08","2,001",Oct-24,AIDA STREET,Resale,Land,278.9,"21,542",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
FLORENCE GROVE,"6,950,000","3,675.91","1,891",Oct-24,FLORENCE ROAD,Resale,Land,341.5,"20,351",-,Terrace House,1,999 yrs lease commencing from 1875,19,Outside Central Region,-
CORAL PARK,"4,466,000","1,680.26","2,658",Oct-24,PEMIMPIN TERRACE,Resale,Land,156.1,"28,610",-,Terrace House,1,Freehold,20,Rest of Central Region,-
THE SPRINGSIDE,"3,990,000","1,711.48","2,331",Oct-24,SPRINGSIDE AVENUE,Resale,Land,159,"25,094",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,700,000","1,917.07","2,452",Oct-24,MANGIS ROAD,Resale,Land,178.1,"26,390",-,Terrace House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,560,000","1,940.75","1,834",Oct-24,JALAN LOKAM,Resale,Land,180.3,"19,745",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,280,000","4,648.97","1,351",Oct-24,GUAN SOON AVENUE,Resale,Land,431.9,"14,540",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,500,000","3,698.51","1,487",Oct-24,HYTHE ROAD,Resale,Land,343.6,"16,007",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,170,000","1,793.28","2,325",Oct-24,JALAN TARI PIRING,Resale,Land,166.6,"25,030",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"3,280,000","1,955.82","1,677",Oct-24,JALAN LEBAN,Resale,Land,181.7,"18,052",-,Terrace House,1,Freehold,20,Outside Central Region,-
SERANGOON GARDEN ESTATE,"4,680,000","3,258.26","1,436",Oct-24,CARISBROOKE GROVE,Resale,Land,302.7,"15,461",-,Terrace House,1,999 yrs lease commencing from 1960,19,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"2,400,000",883.72,"2,716",Oct-24,JALAN SETIA,Resale,Land,82.1,"29,233",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,530,000","2,810.48","1,612",Oct-24,JALAN CHENGKEK,Resale,Land,261.1,"17,350",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LIMAU VILLAS,"2,400,000","1,614.6","1,486",Oct-24,LIMAU RISE,Resale,Land,150,"16,000",-,Terrace House,1,99 yrs lease commencing from 1996,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"14,300,000","8,671.48","1,649",Oct-24,SIGLAP ROAD,Resale,Land,805.6,"17,751",-,Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,600,000","4,246.4","1,554",Oct-24,MARSHALL ROAD,Resale,Land,394.5,"16,730",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
KEW VALE,"2,620,000","1,679.18","1,560",Oct-24,KEW DRIVE,Resale,Land,156,"16,795",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
SHAMROCK PARK,"7,350,000","3,157.08","2,328",Oct-24,NAMLY AVENUE,Resale,Land,293.3,"25,060",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
SERANGOON GARDEN ESTATE,"4,550,000","2,800.79","1,625",Oct-24,BROCKHAMPTON DRIVE,Resale,Land,260.2,"17,487",-,Terrace House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,700,000","3,925.63","1,707",Oct-24,EAST COAST ROAD,Resale,Land,364.7,"18,371",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,050,000","2,927.81","1,725",Oct-24,BEDOK AVENUE,Resale,Land,272,"18,566",-,Terrace House,1,Freehold,16,Outside Central Region,-
TOH TUCK GARDEN,"6,080,000","3,062.36","1,985",Sep-24,TOH TUCK PLACE,Resale,Land,284.5,"21,371",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
VENTANA VILLAS,"4,860,000","2,353.01","2,065",Sep-24,PASIR PANJANG HILL,Resale,Land,218.6,"22,232",-,Terrace House,1,Freehold,05,Rest of Central Region,-
