Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
GRANDEUR PARK RESIDENCES,"1,139,000",581.26,"1,960",Mar-25,BEDOK SOUTH AVENUE 3,Resale,Strata,54.0,"21,093",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,11 to 15
BEDOK COURT,"2,148,000","2,077.45","1,034",Mar-25,BEDOK SOUTH AVENUE 3,Resale,Strata,193.0,"11,130",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"825,000",462.85,"1,782",Mar-25,TAMPINES LANE,Resale,Strata,43.0,"19,186",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"2,380,000","1,323.97","1,798",Mar-25,TAMPINES LANE,Resale,Strata,123.0,"19,350",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
KOVAN MELODY,"2,300,000","1,302.44","1,766",Mar-25,KOVAN ROAD,Resale,Strata,121.0,"19,008",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,06 to 10
STRATUM,"760,000",581.26,"1,308",Mar-25,ELIAS ROAD,Resale,Strata,54.0,"14,074",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,588,000",914.94,"1,736",Mar-25,HOUGANG AVENUE 7,Resale,Strata,85.0,"18,682",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
KENSINGTON SQUARE,"1,280,000",914.94,"1,399",Mar-25,JALAN LOKAM,Resale,Strata,85.0,"15,059",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
COMPASS HEIGHTS,"2,080,000","1,550.02","1,342",Mar-25,SENGKANG SQUARE,Resale,Strata,144.0,"14,444",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,11 to 15
STRATFORD COURT,"1,480,000","1,237.86","1,196",Mar-25,BEDOK RIA CRESCENT,Resale,Strata,115.0,"12,870",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
JEWEL @ BUANGKOK,"870,000",570.49,"1,525",Mar-25,COMPASSVALE BOW,Resale,Strata,53.0,"16,415",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
FOREST WOODS,"980,000",516.67,"1,897",Mar-25,LORONG LEW LIAN,Resale,Strata,48.0,"20,417",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
THE ALPS RESIDENCES,"1,060,000",699.66,"1,515",Mar-25,TAMPINES STREET 86,Resale,Strata,65.0,"16,308",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05
COCO PALMS,"1,570,000",904.18,"1,736",Mar-25,PASIR RIS GROVE,Resale,Strata,84.0,"18,690",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
BISHAN PARK CONDOMINIUM,"1,850,000","1,323.97","1,397",Mar-25,SIN MING WALK,Resale,Strata,123.0,"15,041",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,500,000",731.95,"2,049",Mar-25,UPPER PAYA LEBAR ROAD,Resale,Strata,68.0,"22,059",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
RIVERFRONT RESIDENCES,"1,500,000",914.94,"1,639",Mar-25,HOUGANG AVENUE 7,Resale,Strata,85.0,"17,647",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
RIVERSOUND RESIDENCE,"730,000",473.62,"1,541",Mar-25,SENGKANG EAST AVENUE,Resale,Strata,44.0,"16,591",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
JADESCAPE,"1,450,000",645.84,"2,245",Mar-25,SHUNFU ROAD,Resale,Strata,60.0,"24,167",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
SEA ESTA,"2,120,000","1,367.03","1,551",Mar-25,PASIR RIS LINK,Resale,Strata,127.0,"16,693",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
WATERFRONT GOLD,"1,060,000",667.37,"1,588",Mar-25,BEDOK RESERVOIR ROAD,Resale,Strata,62.0,"17,097",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05
RIO VISTA,"1,460,000","1,248.62","1,169",Mar-25,UPPER SERANGOON VIEW,Resale,Strata,116.0,"12,586",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"1,850,000","1,011.82","1,828",Mar-25,TAMPINES LANE,Resale,Strata,94.0,"19,681",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
STRATUM,"1,060,000",775.01,"1,368",Mar-25,ELIAS ROAD,Resale,Strata,72.0,"14,722",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE GLADES,"809,000",452.09,"1,789",Mar-25,BEDOK RISE,Resale,Strata,42.0,"19,262",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
SEA ESTA,"1,248,000",904.18,"1,380",Mar-25,PASIR RIS LINK,Resale,Strata,84.0,"14,857",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE LUXURIE,"1,500,000","1,011.82","1,482",Mar-25,COMPASSVALE ROAD,Resale,Strata,94.0,"15,957",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
BLEU @ EAST COAST,"1,750,000","1,065.64","1,642",Mar-25,UPPER EAST COAST ROAD,Resale,Strata,99.0,"17,677",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
SIN MING PLAZA,"3,500,000","2,195.86","1,594",Mar-25,SIN MING ROAD,Resale,Strata,204.0,"17,157",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
WATERFRONT GOLD,"1,090,000",667.37,"1,633",Mar-25,BEDOK RESERVOIR ROAD,Resale,Strata,62.0,"17,581",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
WATERVIEW,"1,900,000","1,184.04","1,605",Mar-25,TAMPINES AVENUE 1,Resale,Strata,110.0,"17,273",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
BISHAN POINT,"2,188,000","1,184.04","1,848",Mar-25,BRIGHT HILL DRIVE,Resale,Strata,110.0,"19,891",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,26 to 30
WATERVIEW,"1,260,000",936.47,"1,345",Mar-25,TAMPINES AVENUE 1,Resale,Strata,87.0,"14,483",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
BISHAN POINT,"2,080,000","1,184.04","1,757",Mar-25,BRIGHT HILL DRIVE,Resale,Strata,110.0,"18,909",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,26 to 30
THE PALETTE,"1,650,000","1,065.64","1,548",Mar-25,PASIR RIS GROVE,Resale,Strata,99.0,"16,667",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
MELVILLE PARK,"1,400,000","1,474.67",949,Mar-25,SIMEI STREET 1,Resale,Strata,137.0,"10,219",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"828,000",484.38,"1,709",Mar-25,TAMPINES LANE,Resale,Strata,45.0,"18,400",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
Q BAY RESIDENCES,"775,000",527.44,"1,469",Mar-25,TAMPINES STREET 86,Resale,Strata,49.0,"15,816",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
RIVERSAILS,"1,300,000",914.94,"1,421",Mar-25,UPPER SERANGOON CRESCENT,Resale,Strata,85.0,"15,294",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
KOVAN MELODY,"2,238,000","1,227.1","1,824",Mar-25,KOVAN ROAD,Resale,Strata,114.0,"19,632",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,16 to 20
THE TAPESTRY,"1,690,000",990.29,"1,707",Mar-25,TAMPINES STREET 86,Resale,Strata,92.0,"18,370",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
CASA MERAH,"1,430,000",958,"1,493",Mar-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,89.0,"16,067",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,06 to 10
WATERTOWN,"930,000",602.78,"1,543",Mar-25,PUNGGOL CENTRAL,Resale,Strata,56.0,"16,607",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
THE ALPS RESIDENCES,"1,450,000",936.47,"1,548",Mar-25,TAMPINES STREET 86,Resale,Strata,87.0,"16,667",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
BAYSHORE PARK,"1,300,000",936.47,"1,388",Mar-25,BAYSHORE ROAD,Resale,Strata,87.0,"14,943",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
KINGSFORD WATERBAY,"730,000",484.38,"1,507",Mar-25,UPPER SERANGOON VIEW,Resale,Strata,45.0,"16,222",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
URBAN VISTA,"958,000",839.59,"1,141",Mar-25,TANAH MERAH KECHIL LINK,Resale,Strata,78.0,"12,282",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
GRANDEUR PARK RESIDENCES,"840,800",419.8,"2,003",Mar-25,BEDOK SOUTH AVENUE 3,Resale,Strata,39.0,"21,559",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,01 to 05
BISHAN PARK CONDOMINIUM,"1,808,888","1,323.97","1,366",Mar-25,SIN MING WALK,Resale,Strata,123.0,"14,706",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,01 to 05
RIVERFRONT RESIDENCES,"2,830,000","1,485.43","1,905",Mar-25,HOUGANG AVENUE 7,Resale,Strata,138.0,"20,507",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
KOVAN REGENCY,"1,000,000",592.02,"1,689",Mar-25,KOVAN RISE,Resale,Strata,55.0,"18,182",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
OPTIMA @ TANAH MERAH,"2,430,000","1,883.7","1,290",Mar-25,TANAH MERAH KECHIL AVENUE,Resale,Strata,175.0,"13,886",-,Condominium,1,99 yrs lease commencing from 2008,16,Outside Central Region,01 to 05
RIVER ISLES,"2,030,000","1,474.67","1,377",Mar-25,EDGEDALE PLAINS,Resale,Strata,137.0,"14,818",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
Q BAY RESIDENCES,"738,888",527.44,"1,401",Mar-25,TAMPINES STREET 86,Resale,Strata,49.0,"15,079",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
MY MANHATTAN,"1,305,000",936.47,"1,394",Mar-25,SIMEI STREET 3,Resale,Strata,87.0,"15,000",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,210,000",678.13,"1,784",Mar-25,TAMPINES LANE,Resale,Strata,63.0,"19,206",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
A TREASURE TROVE,"1,880,000","1,205.57","1,559",Mar-25,PUNGGOL WALK,Resale,Strata,112.0,"16,786",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
JEWEL @ BUANGKOK,"1,350,000",807.3,"1,672",Mar-25,COMPASSVALE BOW,Resale,Strata,75.0,"18,000",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
RIVERSOUND RESIDENCE,"1,405,000","1,065.64","1,318",Mar-25,SENGKANG EAST AVENUE,Resale,Strata,99.0,"14,192",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
THE PALETTE,"1,368,000",893.41,"1,531",Mar-25,PASIR RIS GROVE,Resale,Strata,83.0,"16,482",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"2,075,000","1,237.86","1,676",Mar-25,TAMPINES LANE,Resale,Strata,115.0,"18,043",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE PALETTE,"2,230,000","1,377.79","1,619",Mar-25,PASIR RIS GROVE,Resale,Strata,128.0,"17,422",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"2,780,000","1,689.95","1,645",Mar-25,TAMPINES LANE,Resale,Strata,157.0,"17,707",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
FONTAINE PARRY,"2,300,000","2,303.5",998,Mar-25,POH HUAT ROAD,Resale,Strata,214.0,"10,748",-,Condominium,1,999 yrs lease commencing from 1883,19,Outside Central Region,01 to 05
KOVAN RESIDENCES,"1,490,000",882.65,"1,688",Mar-25,KOVAN ROAD,Resale,Strata,82.0,"18,171",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
KOVAN RESIDENCES,"1,588,000",882.65,"1,799",Mar-25,KOVAN ROAD,Resale,Strata,82.0,"19,366",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
HOUGANG GREEN,"1,050,000","1,140.98",920,Mar-25,BUANGKOK GREEN,Resale,Strata,106.0,"9,906",-,Apartment,1,99 yrs lease commencing from 1994,19,Outside Central Region,11 to 15
SEASTRAND,"1,570,000","1,194.8","1,314",Mar-25,PASIR RIS LINK,Resale,Strata,111.0,"14,144",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
THOMSON GRAND,"1,750,000","1,001.05","1,748",Mar-25,SIN MING WALK,Resale,Strata,93.0,"18,817",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,06 to 10
FERRARIA PARK CONDOMINIUM,"1,215,000","1,022.58","1,188",Mar-25,FLORA DRIVE,Resale,Strata,95.0,"12,789",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
MELVILLE PARK,"1,240,000","1,399.32",886,Mar-25,SIMEI STREET 1,Resale,Strata,130.0,"9,538",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
THE GARDENS AT BISHAN,"3,390,000","1,948.28","1,740",Mar-25,SIN MING WALK,Resale,Strata,181.0,"18,729",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,16 to 20
THE GARDEN RESIDENCES,"815,000",452.09,"1,803",Mar-25,SERANGOON NORTH VIEW,Resale,Strata,42.0,"19,405",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
Q BAY RESIDENCES,"750,000",527.44,"1,422",Mar-25,TAMPINES STREET 86,Resale,Strata,49.0,"15,306",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE GLADES,"1,798,000",990.29,"1,816",Mar-25,BEDOK RISE,Resale,Strata,92.0,"19,543",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
BLUWATERS 2,"1,028,000",871.88,"1,179",Mar-25,JALAN LOYANG BESAR,Resale,Strata,81.0,"12,691",-,Condominium,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
RIVERSAILS,"1,195,000",850.36,"1,405",Mar-25,UPPER SERANGOON CRESCENT,Resale,Strata,79.0,"15,127",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
AVILA GARDENS,"1,600,000","1,323.97","1,208",Mar-25,FLORA ROAD,Resale,Strata,123.0,"13,008",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE SANTORINI,"770,000",527.44,"1,460",Mar-25,TAMPINES STREET 86,Resale,Strata,49.0,"15,714",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
KOVAN MELODY,"1,568,000",904.18,"1,734",Mar-25,KOVAN ROAD,Resale,Strata,84.0,"18,667",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,11 to 15
LA FIESTA,"2,208,000","1,345.5","1,641",Mar-25,SENGKANG SQUARE,Resale,Strata,125.0,"17,664",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
WATERFRONT KEY,"2,768,000","1,517.72","1,824",Mar-25,BEDOK RESERVOIR ROAD,Resale,Strata,141.0,"19,631",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,06 to 10
THE GARDENS AT BISHAN,"2,060,000","1,151.75","1,789",Mar-25,SIN MING WALK,Resale,Strata,107.0,"19,252",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
SUNGLADE,"1,875,000","1,151.75","1,628",Mar-25,SERANGOON AVENUE 2,Resale,Strata,107.0,"17,523",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,11 to 15
THE MINTON,"2,480,000","2,540.3",976,Mar-25,HOUGANG STREET 11,Resale,Strata,236.0,"10,508",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
RIVERSAILS,"1,145,000",850.36,"1,346",Mar-25,UPPER SERANGOON CRESCENT,Resale,Strata,79.0,"14,494",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
MY MANHATTAN,"2,420,000","1,603.84","1,509",Mar-25,SIMEI STREET 3,Resale,Strata,149.0,"16,242",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
THE LUXURIE,"1,600,000","1,001.05","1,598",Mar-25,COMPASSVALE ROAD,Resale,Strata,93.0,"17,204",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
WATERFRONT KEY,"2,100,000","1,205.57","1,742",Mar-25,BEDOK RESERVOIR ROAD,Resale,Strata,112.0,"18,750",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,01 to 05
ARCHIPELAGO,"1,306,888",839.59,"1,557",Mar-25,BEDOK RESERVOIR ROAD,Resale,Strata,78.0,"16,755",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,180,000",678.13,"1,740",Mar-25,TAMPINES LANE,Resale,Strata,63.0,"18,730",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE TAPESTRY,"770,000",441.32,"1,745",Mar-25,TAMPINES STREET 86,Resale,Strata,41.0,"18,780",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"770,000",462.85,"1,664",Mar-25,TAMPINES LANE,Resale,Strata,43.0,"17,907",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
CAMBIO SUITES,"2,328,000","1,743.77","1,335",Mar-25,LIM TUA TOW ROAD,Resale,Strata,162.0,"14,370",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE LUXURIE,"1,590,000","1,001.05","1,588",Mar-25,COMPASSVALE ROAD,Resale,Strata,93.0,"17,097",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
BISHAN PARK CONDOMINIUM,"1,990,000","1,474.67","1,349",Mar-25,SIN MING WALK,Resale,Strata,137.0,"14,526",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,01 to 05
THE FLORENTINE,"1,650,500","1,184.04","1,394",Mar-25,FLORENCE ROAD,Resale,Strata,110.0,"15,005",-,Apartment,1,947 yrs lease commencing from 1934,19,Outside Central Region,01 to 05
CENTRO RESIDENCES,"2,090,000","1,001.05","2,088",Mar-25,ANG MO KIO AVENUE 8,Resale,Strata,93.0,"22,473",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,26 to 30
COCO PALMS,"1,250,000",742.72,"1,683",Mar-25,PASIR RIS GROVE,Resale,Strata,69.0,"18,116",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
LIGHTHOUSE,"1,280,000","1,162.51","1,101",Mar-25,JALAN LOYANG BESAR,Resale,Strata,108.0,"11,852",-,Condominium,1,99 yrs lease commencing from 1993,17,Outside Central Region,01 to 05
STRATUM,"1,450,000","1,097.93","1,321",Mar-25,ELIAS ROAD,Resale,Strata,102.0,"14,216",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"1,290,000",667.37,"1,933",Mar-25,BEDOK SOUTH AVENUE 3,Resale,Strata,62.0,"20,806",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,01 to 05
URBAN VISTA,"1,900,000","1,453.14","1,308",Mar-25,TANAH MERAH KECHIL LINK,Resale,Strata,135.0,"14,074",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
URBAN VISTA,"1,200,000",678.13,"1,770",Mar-25,TANAH MERAH KECHIL LINK,Resale,Strata,63.0,"19,048",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
SEA ESTA,"1,600,000","1,119.46","1,429",Mar-25,PASIR RIS LINK,Resale,Strata,104.0,"15,385",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
RIVERSOUND RESIDENCE,"1,340,000",947.23,"1,415",Mar-25,SENGKANG EAST AVENUE,Resale,Strata,88.0,"15,227",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
TRILIVE,"1,190,000",624.31,"1,906",Mar-25,TAMPINES ROAD,Resale,Strata,58.0,"20,517",-,Condominium,1,Freehold,19,Outside Central Region,16 to 20
THE BAYSHORE,"1,820,000","1,237.86","1,470",Mar-25,BAYSHORE ROAD,Resale,Strata,115.0,"15,826",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,26 to 30
THE QUARTZ,"1,530,000","1,076.4","1,421",Mar-25,COMPASSVALE BOW,Resale,Strata,100.0,"15,300",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,01 to 05
THE MINTON,"2,128,000","1,216.33","1,750",Mar-25,HOUGANG STREET 11,Resale,Strata,113.0,"18,832",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
GRANDEUR 8,"1,560,000","1,130.22","1,380",Mar-25,ANG MO KIO CENTRAL 3,Resale,Strata,105.0,"14,857",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,16 to 20
SKY VUE,"1,756,800",807.3,"2,176",Mar-25,BISHAN STREET 15,Resale,Strata,75.0,"23,424",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,21 to 25
BAYOU RESIDENCE,"1,350,000",904.18,"1,493",Mar-25,UPPER PAYA LEBAR ROAD,Resale,Strata,84.0,"16,071",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
CASA ROSA,"1,550,000","1,334.74","1,161",Mar-25,LORONG ONG LYE,Resale,Strata,124.0,"12,500",-,Condominium,1,99 yrs lease commencing from 1998,19,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,800,000","1,033.34","1,742",Mar-25,TAMPINES LANE,Resale,Strata,96.0,"18,750",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
BAYSHORE PARK,"1,238,888",936.47,"1,323",Mar-25,BAYSHORE ROAD,Resale,Strata,87.0,"14,240",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
THE LUXURIE,"1,233,888",796.54,"1,549",Mar-25,COMPASSVALE ROAD,Resale,Strata,74.0,"16,674",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
CHILTERN PARK,"1,805,000","1,248.62","1,446",Mar-25,SERANGOON AVENUE 3,Resale,Strata,116.0,"15,560",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,06 to 10
